,support,itemsets
90,0.04852855193919314,frozenset({'white georgette long dress'})
91,0.09160007795751315,frozenset({'white georgette long sleeve'})
92,0.21223932956538685,frozenset({'white georgette short sleeves'})
93,0.208146560124732,frozenset({'white georgette sleeveless'})
94,0.13837458585071136,frozenset({'white matte jersey printed shirt'})
95,0.09842136035860456,frozenset({'white silky satin culottes'})
96,0.14344182420580784,frozenset({'white tulle patterned top'})
97,0.06587409861625414,frozenset({'white viscose twill short sleeves'})
98,0.052621321379847985,frozenset({'yellow crepe trapeze dress'})
99,0.13291755992983822,frozenset({'yellow georgette short sleeves'})
100,0.017540440459949326,"frozenset({'black acrylic maxi', 'black bengaline culottes'})"
101,0.018125121808614305,"frozenset({'black acrylic maxi', 'black cotton culottes'})"
102,0.012668095887741182,"frozenset({'black acrylic maxi', 'black cotton printed shirt'})"
103,0.014422139933736113,"frozenset({'black acrylic maxi', 'black faux leather long sleeve'})"
104,0.01929448450594426,"frozenset({'black acrylic maxi', 'black georgette doll dress'})"
105,0.01227830832196453,"frozenset({'black acrylic maxi', 'black georgette long dress'})"
106,0.01695575911128435,"frozenset({'black acrylic maxi', 'black georgette long sleeve'})"
107,0.014227246150847788,"frozenset({'black acrylic maxi', 'black georgette short sleeves'})"
108,0.013642564802182811,"frozenset({'black matte jersey solid color top', 'black acrylic maxi'})"
109,0.012668095887741182,"frozenset({'black acrylic maxi', 'black milano stitch culottes'})"
110,0.025141297992594035,"frozenset({'black acrylic maxi', 'black nice long sleeve'})"
111,0.01890469694016761,"frozenset({'black acrylic maxi', 'black scuba crepe culottes'})"
112,0.018709803157279284,"frozenset({'black acrylic maxi', 'black technical culottes'})"
113,0.01637107776261937,"frozenset({'black acrylic maxi', 'blue dark jeans culottes'})"
114,0.013252777236406159,"frozenset({'black acrylic maxi', 'blue light jeans culottes'})"
115,0.011498733190411226,"frozenset({'black acrylic maxi', 'green bengaline culottes'})"
116,0.010329370493081271,"frozenset({'black acrylic maxi', 'white georgette short sleeves'})"
117,0.011693626973299552,"frozenset({'white georgette sleeveless', 'black acrylic maxi'})"
118,0.01598129019684272,"frozenset({'black bengaline culottes', 'black cloth long coat'})"
119,0.015786396413954396,"frozenset({'black cloth medium coat', 'black bengaline culottes'})"
120,0.10758136815435587,"frozenset({'black cotton culottes', 'black bengaline culottes'})"
121,0.07483921262911714,"frozenset({'black cotton printed shirt', 'black bengaline culottes'})"
122,0.03118300526213214,"frozenset({'black crepe long coat', 'black bengaline culottes'})"
123,0.017735334242837655,"frozenset({'black bengaline culottes', 'black crepe trapeze dress'})"
124,0.03430130578834535,"frozenset({'black devore solid color top', 'black bengaline culottes'})"
125,0.04638472032742155,"frozenset({'black bengaline culottes', 'black embossed culottes'})"
126,0.033716624439680376,"frozenset({'black embossed doll dress', 'black bengaline culottes'})"
127,0.01832001559150263,"frozenset({'black embossed jumpsuit', 'black bengaline culottes'})"
128,0.023387253946599105,"frozenset({'black bengaline culottes', 'black embossed long dress'})"
129,0.041707269538101735,"frozenset({'black embossed short sleeves', 'black bengaline culottes'})"
130,0.09218475930617813,"frozenset({'black faux leather long sleeve', 'black bengaline culottes'})"
131,0.04638472032742155,"frozenset({'black faux leather short coat', 'black bengaline culottes'})"
132,0.026895342038588968,"frozenset({'black bengaline culottes', 'black foam rubber long coat'})"
133,0.015786396413954396,"frozenset({'black bengaline culottes', 'black frise kimono dress'})"
134,0.03449619957123368,"frozenset({'black georgette culottes', 'black bengaline culottes'})"
135,0.10641200545702592,"frozenset({'black georgette doll dress', 'black bengaline culottes'})"
136,0.029428961216137205,"frozenset({'black georgette drop sleeve', 'black bengaline culottes'})"
137,0.01890469694016761,"frozenset({'black georgette gitana skirt', 'black bengaline culottes'})"
138,0.020853634769050867,"frozenset({'black bengaline culottes', 'black georgette jumpsuit'})"
139,0.06412005457025921,"frozenset({'black bengaline culottes', 'black georgette long dress'})"
140,0.10875073085168584,"frozenset({'black georgette long sleeve', 'black bengaline culottes'})"
141,0.08692262716819334,"frozenset({'black bengaline culottes', 'black georgette short sleeves'})"
142,0.07211069966868057,"frozenset({'black bengaline culottes', 'black georgette sleeveless'})"
143,0.034691093354122,"frozenset({'black lace sleeveless', 'black bengaline culottes'})"
144,0.033716624439680376,"frozenset({'black lurex solid color top', 'black bengaline culottes'})"
145,0.07620346910933541,"frozenset({'black matte jersey solid color top', 'black bengaline culottes'})"
146,0.09842136035860456,"frozenset({'black milano stitch culottes', 'black bengaline culottes'})"
147,0.14656012473202104,"frozenset({'black nice long sleeve', 'black bengaline culottes'})"
148,0.030793217696355485,"frozenset({'black nice medium cardigan', 'black bengaline culottes'})"
149,0.07113623075423894,"frozenset({'black nice short cardigan', 'black bengaline culottes'})"
150,0.0226076788150458,"frozenset({'black nice short sleeves', 'black bengaline culottes'})"
151,0.03819918144611187,"frozenset({'black polyviscous culottes', 'black bengaline culottes'})"
152,0.03780939388033522,"frozenset({'black satin cotton culottes', 'black bengaline culottes'})"
153,0.12161372052231534,"frozenset({'black scuba crepe culottes', 'black bengaline culottes'})"
154,0.03975833170921848,"frozenset({'black scuba crepe doll dress', 'black bengaline culottes'})"
155,0.028844279867472226,"frozenset({'black scuba crepe drop sleeve', 'black bengaline culottes'})"
156,0.030988111479243814,"frozenset({'black scuba crepe long sleeve', 'black bengaline culottes'})"
157,0.014032352367959463,"frozenset({'black silky satin culottes', 'black bengaline culottes'})"
158,0.024361722861040734,"frozenset({'black silky satin long dress', 'black bengaline culottes'})"
159,0.021048528551939193,"frozenset({'black silky satin sleeveless', 'black bengaline culottes'})"
160,0.1438316117715845,"frozenset({'black bengaline culottes', 'black technical culottes'})"
161,0.022022997466380822,"frozenset({'black tulle doll dress', 'black bengaline culottes'})"
162,0.027480023387253947,"frozenset({'black tulle long dress', 'black bengaline culottes'})"
163,0.035275774702786984,"frozenset({'black tulle patterned top', 'black bengaline culottes'})"
164,0.027674917170142272,"frozenset({'black bengaline culottes', 'black viscose twill culottes'})"
165,0.015201715065289417,"frozenset({'blue chambree culottes', 'black bengaline culottes'})"
166,0.09237965308906645,"frozenset({'blue dark jeans culottes', 'black bengaline culottes'})"
167,0.040927694406548434,"frozenset({'black bengaline culottes', 'blue heavy jeans culottes'})"
168,0.0799064509842136,"frozenset({'blue light jeans culottes', 'black bengaline culottes'})"
169,0.02923406743324888,"frozenset({'brown acrylic kimono dress', 'black bengaline culottes'})"
170,0.02825959851880725,"frozenset({'brown cotton culottes', 'black bengaline culottes'})"
171,0.024166829078152405,"frozenset({'brown embossed drop sleeve', 'black bengaline culottes'})"
172,0.03664003118300526,"frozenset({'black bengaline culottes', 'brown frise kimono dress'})"
173,0.03157279282790879,"frozenset({'black bengaline culottes', 'brown georgette long sleeve'})"
174,0.022802572597934126,"frozenset({'brown matte jersey doll dress', 'black bengaline culottes'})"
175,0.03975833170921848,"frozenset({'brown nice long sleeve', 'black bengaline culottes'})"
176,0.1025141297992594,"frozenset({'black bengaline culottes', 'green bengaline culottes'})"
177,0.034691093354122,"frozenset({'green bengaline drop sleeve', 'black bengaline culottes'})"
178,0.0407328006236601,"frozenset({'green cotton culottes', 'black bengaline culottes'})"
179,0.022412785032157476,"frozenset({'black bengaline culottes', 'green georgette doll dress'})"
180,0.020463847203274217,"frozenset({'black bengaline culottes', 'green viscose twill culottes'})"
181,0.03352173065679205,"frozenset({'grey acrylic kimono dress', 'black bengaline culottes'})"
182,0.01832001559150263,"frozenset({'black bengaline culottes', 'grey acrylic long sleeve'})"
183,0.018709803157279284,"frozenset({'black bengaline culottes', 'grey acrylic maxi'})"
184,0.026115766907035664,"frozenset({'black bengaline culottes', 'grey cotton culottes'})"
185,0.021438316117715846,"frozenset({'grey frise kimono dress', 'black bengaline culottes'})"
186,0.02163320990060417,"frozenset({'grey georgette doll dress', 'black bengaline culottes'})"
187,0.027090235821477293,"frozenset({'grey lurex solid color top', 'black bengaline culottes'})"
188,0.03137789904502047,"frozenset({'black bengaline culottes', 'grey matte jersey printed shirt'})"
189,0.04872344572208147,"frozenset({'grey nice long sleeve', 'black bengaline culottes'})"
190,0.02299746638082245,"frozenset({'grey polyviscous culottes', 'black bengaline culottes'})"
191,0.012083414539076203,"frozenset({'black bengaline culottes', 'grey polyviscous trapeze dress'})"
192,0.023192360163710776,"frozenset({'grey scuba crepe culottes', 'black bengaline culottes'})"
193,0.011498733190411226,"frozenset({'red georgette long dress', 'black bengaline culottes'})"
194,0.029428961216137205,"frozenset({'red georgette sleeveless', 'black bengaline culottes'})"
195,0.0670434613135841,"frozenset({'violet bengaline culottes', 'black bengaline culottes'})"
196,0.0226076788150458,"frozenset({'violet frise kimono dress', 'black bengaline culottes'})"
197,0.03430130578834535,"frozenset({'black bengaline culottes', 'violet georgette doll dress'})"
198,0.038978756577665176,"frozenset({'violet georgette long sleeve', 'black bengaline culottes'})"
199,0.0814656012473202,"frozenset({'violet georgette short sleeves', 'black bengaline culottes'})"
200,0.04618982654453323,"frozenset({'violet georgette sleeveless', 'black bengaline culottes'})"
201,0.0391736503605535,"frozenset({'violet lurex solid color top', 'black bengaline culottes'})"
202,0.03449619957123368,"frozenset({'violet nice long sleeve', 'black bengaline culottes'})"
203,0.013642564802182811,"frozenset({'black bengaline culottes', 'violet silky satin long dress'})"
204,0.021438316117715846,"frozenset({'violet silky satin sleeveless', 'black bengaline culottes'})"
205,0.039368544143441826,"frozenset({'white cotton printed shirt', 'black bengaline culottes'})"
206,0.015396608848177742,"frozenset({'white georgette long dress', 'black bengaline culottes'})"
207,0.030013642564802184,"frozenset({'white georgette long sleeve', 'black bengaline culottes'})"
208,0.08049113233287858,"frozenset({'white georgette short sleeves', 'black bengaline culottes'})"
209,0.07522900019489379,"frozenset({'white georgette sleeveless', 'black bengaline culottes'})"
210,0.04482557006431495,"frozenset({'white matte jersey printed shirt', 'black bengaline culottes'})"
211,0.02923406743324888,"frozenset({'black bengaline culottes', 'white silky satin culottes'})"
212,0.050087702202299744,"frozenset({'white tulle patterned top', 'black bengaline culottes'})"
213,0.02553108555837069,"frozenset({'white viscose twill short sleeves', 'black bengaline culottes'})"
214,0.015006821282401092,"frozenset({'yellow crepe trapeze dress', 'black bengaline culottes'})"
215,0.04716429545897486,"frozenset({'yellow georgette short sleeves', 'black bengaline culottes'})"
216,0.018125121808614305,"frozenset({'black cotton culottes', 'black cloth long coat'})"
217,0.014422139933736113,"frozenset({'black faux leather long sleeve', 'black cloth long coat'})"
218,0.020463847203274217,"frozenset({'black georgette doll dress', 'black cloth long coat'})"
219,0.010134476710192944,"frozenset({'black georgette long dress', 'black cloth long coat'})"
220,0.014227246150847788,"frozenset({'black georgette long sleeve', 'black cloth long coat'})"
221,0.012083414539076203,"frozenset({'black cloth long coat', 'black georgette short sleeves'})"
222,0.011498733190411226,"frozenset({'black matte jersey solid color top', 'black cloth long coat'})"
223,0.013447671019294484,"frozenset({'black milano stitch culottes', 'black cloth long coat'})"
224,0.02455661664392906,"frozenset({'black nice long sleeve', 'black cloth long coat'})"
225,0.01227830832196453,"frozenset({'black nice short cardigan', 'black cloth long coat'})"
226,0.01637107776261937,"frozenset({'black scuba crepe culottes', 'black cloth long coat'})"
227,0.020853634769050867,"frozenset({'black cloth long coat', 'black technical culottes'})"
228,0.014227246150847788,"frozenset({'blue dark jeans culottes', 'black cloth long coat'})"
229,0.011888520756187878,"frozenset({'blue light jeans culottes', 'black cloth long coat'})"
230,0.011693626973299552,"frozenset({'black cloth medium coat', 'black cotton culottes'})"
231,0.013837458585071136,"frozenset({'black cloth medium coat', 'black faux leather long sleeve'})"
232,0.017735334242837655,"frozenset({'black cloth medium coat', 'black georgette doll dress'})"
233,0.01598129019684272,"frozenset({'black georgette long sleeve', 'black cloth medium coat'})"
234,0.013057883453517832,"frozenset({'black cloth medium coat', 'black georgette short sleeves'})"
235,0.011693626973299552,"frozenset({'black matte jersey solid color top', 'black cloth medium coat'})"
236,0.012668095887741182,"frozenset({'black cloth medium coat', 'black milano stitch culottes'})"
237,0.018709803157279284,"frozenset({'black cloth medium coat', 'black nice long sleeve'})"
238,0.0113038394075229,"frozenset({'black cloth medium coat', 'black nice short cardigan'})"
239,0.014811927499512765,"frozenset({'black cloth medium coat', 'black scuba crepe culottes'})"
240,0.019489378288832588,"frozenset({'black cloth medium coat', 'black technical culottes'})"
241,0.01227830832196453,"frozenset({'black cloth medium coat', 'blue dark jeans culottes'})"
242,0.07347495614889885,"frozenset({'black cotton culottes', 'black cotton printed shirt'})"
243,0.02553108555837069,"frozenset({'black crepe long coat', 'black cotton culottes'})"
244,0.015786396413954396,"frozenset({'black cotton culottes', 'black crepe trapeze dress'})"
245,0.030988111479243814,"frozenset({'black devore solid color top', 'black cotton culottes'})"
246,0.03956343792633015,"frozenset({'black cotton culottes', 'black embossed culottes'})"
247,0.03508088091989865,"frozenset({'black embossed doll dress', 'black cotton culottes'})"
248,0.01793022802572598,"frozenset({'black embossed jumpsuit', 'black cotton culottes'})"
249,0.020853634769050867,"frozenset({'black cotton culottes', 'black embossed long dress'})"
250,0.03586045605145196,"frozenset({'black embossed short sleeves', 'black cotton culottes'})"
251,0.09530305983239135,"frozenset({'black faux leather long sleeve', 'black cotton culottes'})"
252,0.04287663223543169,"frozenset({'black faux leather short coat', 'black cotton culottes'})"
253,0.027480023387253947,"frozenset({'black cotton culottes', 'black foam rubber long coat'})"
254,0.017150652894172676,"frozenset({'black cotton culottes', 'black frise kimono dress'})"
255,0.02962385499902553,"frozenset({'black georgette culottes', 'black cotton culottes'})"
256,0.0933541220035081,"frozenset({'black georgette doll dress', 'black cotton culottes'})"
257,0.027480023387253947,"frozenset({'black cotton culottes', 'black georgette drop sleeve'})"
258,0.018125121808614305,"frozenset({'black georgette gitana skirt', 'black cotton culottes'})"
259,0.017735334242837655,"frozenset({'black cotton culottes', 'black georgette jumpsuit'})"
260,0.05554472812317287,"frozenset({'black cotton culottes', 'black georgette long dress'})"
261,0.10114987331904113,"frozenset({'black georgette long sleeve', 'black cotton culottes'})"
262,0.07289027480023387,"frozenset({'black cotton culottes', 'black georgette short sleeves'})"
263,0.06353537322159424,"frozenset({'black cotton culottes', 'black georgette sleeveless'})"
264,0.03254726174235042,"frozenset({'black lace sleeveless', 'black cotton culottes'})"
265,0.03274215552523874,"frozenset({'black lurex solid color top', 'black cotton culottes'})"
266,0.07951666341843695,"frozenset({'black matte jersey solid color top', 'black cotton culottes'})"
267,0.09179497174040148,"frozenset({'black cotton culottes', 'black milano stitch culottes'})"
268,0.15396608848177742,"frozenset({'black nice long sleeve', 'black cotton culottes'})"
269,0.03235236795946209,"frozenset({'black cotton culottes', 'black nice medium cardigan'})"
270,0.06879750535957903,"frozenset({'black cotton culottes', 'black nice short cardigan'})"
271,0.018125121808614305,"frozenset({'black nice short sleeves', 'black cotton culottes'})"
272,0.03625024361722861,"frozenset({'black polyviscous culottes', 'black cotton culottes'})"
273,0.03430130578834535,"frozenset({'black satin cotton culottes', 'black cotton culottes'})"
274,0.11206392516078736,"frozenset({'black cotton culottes', 'black scuba crepe culottes'})"
275,0.03741960631455857,"frozenset({'black scuba crepe doll dress', 'black cotton culottes'})"
276,0.026700448255700643,"frozenset({'black scuba crepe drop sleeve', 'black cotton culottes'})"
277,0.03176768661079712,"frozenset({'black scuba crepe long sleeve', 'black cotton culottes'})"
278,0.015396608848177742,"frozenset({'black cotton culottes', 'black silky satin culottes'})"
279,0.02455661664392906,"frozenset({'black silky satin long dress', 'black cotton culottes'})"
280,0.018709803157279284,"frozenset({'black silky satin sleeveless', 'black cotton culottes'})"
281,0.1243422334827519,"frozenset({'black cotton culottes', 'black technical culottes'})"
282,0.01987916585460924,"frozenset({'black tulle doll dress', 'black cotton culottes'})"
283,0.02455661664392906,"frozenset({'black tulle long dress', 'black cotton culottes'})"
284,0.03137789904502047,"frozenset({'black tulle patterned top', 'black cotton culottes'})"
285,0.026700448255700643,"frozenset({'black cotton culottes', 'black viscose twill culottes'})"
286,0.014422139933736113,"frozenset({'blue chambree culottes', 'black cotton culottes'})"
287,0.12122393295653869,"frozenset({'blue dark jeans culottes', 'black cotton culottes'})"
288,0.05242642759695966,"frozenset({'black cotton culottes', 'blue heavy jeans culottes'})"
289,0.10192944845059443,"frozenset({'black cotton culottes', 'blue light jeans culottes'})"
290,0.035275774702786984,"frozenset({'brown acrylic kimono dress', 'black cotton culottes'})"
291,0.038394075229000194,"frozenset({'brown cotton culottes', 'black cotton culottes'})"
292,0.022022997466380822,"frozenset({'brown embossed drop sleeve', 'black cotton culottes'})"
293,0.03780939388033522,"frozenset({'black cotton culottes', 'brown frise kimono dress'})"
294,0.03293704930812707,"frozenset({'black cotton culottes', 'brown georgette long sleeve'})"
295,0.020074059637497563,"frozenset({'brown matte jersey doll dress', 'black cotton culottes'})"
296,0.038394075229000194,"frozenset({'black cotton culottes', 'brown nice long sleeve'})"
297,0.05184174624829468,"frozenset({'black cotton culottes', 'green bengaline culottes'})"
298,0.023192360163710776,"frozenset({'green bengaline drop sleeve', 'black cotton culottes'})"
299,0.055739621906061194,"frozenset({'green cotton culottes', 'black cotton culottes'})"
300,0.01987916585460924,"frozenset({'black cotton culottes', 'green georgette doll dress'})"
301,0.020463847203274217,"frozenset({'black cotton culottes', 'green viscose twill culottes'})"
302,0.03508088091989865,"frozenset({'grey acrylic kimono dress', 'black cotton culottes'})"
303,0.021243422334827518,"frozenset({'black cotton culottes', 'grey acrylic long sleeve'})"
304,0.020658740986162542,"frozenset({'black cotton culottes', 'grey acrylic maxi'})"
305,0.03761450009744689,"frozenset({'black cotton culottes', 'grey cotton culottes'})"
306,0.02592087312414734,"frozenset({'grey frise kimono dress', 'black cotton culottes'})"
307,0.019099590723055934,"frozenset({'grey georgette doll dress', 'black cotton culottes'})"
308,0.024751510426817384,"frozenset({'grey lurex solid color top', 'black cotton culottes'})"
309,0.03722471253167024,"frozenset({'black cotton culottes', 'grey matte jersey printed shirt'})"
310,0.05242642759695966,"frozenset({'grey nice long sleeve', 'black cotton culottes'})"
311,0.02299746638082245,"frozenset({'black cotton culottes', 'grey polyviscous culottes'})"
312,0.013447671019294484,"frozenset({'black cotton culottes', 'grey polyviscous trapeze dress'})"
313,0.02358214772948743,"frozenset({'grey scuba crepe culottes', 'black cotton culottes'})"
314,0.011888520756187878,"frozenset({'red georgette long dress', 'black cotton culottes'})"
315,0.02553108555837069,"frozenset({'red georgette sleeveless', 'black cotton culottes'})"
316,0.033131943091015394,"frozenset({'black cotton culottes', 'violet bengaline culottes'})"
317,0.02358214772948743,"frozenset({'violet frise kimono dress', 'black cotton culottes'})"
318,0.033716624439680376,"frozenset({'black cotton culottes', 'violet georgette doll dress'})"
319,0.03702981874878191,"frozenset({'violet georgette long sleeve', 'black cotton culottes'})"
320,0.06606899239914246,"frozenset({'black cotton culottes', 'violet georgette short sleeves'})"
321,0.0391736503605535,"frozenset({'black cotton culottes', 'violet georgette sleeveless'})"
322,0.036055349834340285,"frozenset({'violet lurex solid color top', 'black cotton culottes'})"
323,0.039368544143441826,"frozenset({'violet nice long sleeve', 'black cotton culottes'})"
324,0.014032352367959463,"frozenset({'black cotton culottes', 'violet silky satin long dress'})"
325,0.014032352367959463,"frozenset({'violet silky satin sleeveless', 'black cotton culottes'})"
326,0.03780939388033522,"frozenset({'white cotton printed shirt', 'black cotton culottes'})"
327,0.011888520756187878,"frozenset({'white georgette long dress', 'black cotton culottes'})"
328,0.02592087312414734,"frozenset({'white georgette long sleeve', 'black cotton culottes'})"
329,0.059832391346716036,"frozenset({'white georgette short sleeves', 'black cotton culottes'})"
330,0.06080686026115767,"frozenset({'white georgette sleeveless', 'black cotton culottes'})"
331,0.04580003897875658,"frozenset({'white matte jersey printed shirt', 'black cotton culottes'})"
332,0.026895342038588968,"frozenset({'black cotton culottes', 'white silky satin culottes'})"
333,0.04463067628142662,"frozenset({'black cotton culottes', 'white tulle patterned top'})"
334,0.020074059637497563,"frozenset({'white viscose twill short sleeves', 'black cotton culottes'})"
335,0.014032352367959463,"frozenset({'black cotton culottes', 'yellow crepe trapeze dress'})"
336,0.038978756577665176,"frozenset({'black cotton culottes', 'yellow georgette short sleeves'})"
337,0.016760865328396025,"frozenset({'black crepe long coat', 'black cotton printed shirt'})"
338,0.011693626973299552,"frozenset({'black cotton printed shirt', 'black crepe trapeze dress'})"
339,0.02397193529526408,"frozenset({'black devore solid color top', 'black cotton printed shirt'})"
340,0.022412785032157476,"frozenset({'black cotton printed shirt', 'black embossed culottes'})"
341,0.022217891249269147,"frozenset({'black embossed doll dress', 'black cotton printed shirt'})"
342,0.012083414539076203,"frozenset({'black embossed jumpsuit', 'black cotton printed shirt'})"
343,0.015006821282401092,"frozenset({'black cotton printed shirt', 'black embossed long dress'})"
344,0.02397193529526408,"frozenset({'black embossed short sleeves', 'black cotton printed shirt'})"
345,0.06509452348470084,"frozenset({'black faux leather long sleeve', 'black cotton printed shirt'})"
346,0.025725979341259014,"frozenset({'black faux leather short coat', 'black cotton printed shirt'})"
347,0.01890469694016761,"frozenset({'black cotton printed shirt', 'black foam rubber long coat'})"
348,0.013252777236406159,"frozenset({'black cotton printed shirt', 'black frise kimono dress'})"
349,0.029039173650360555,"frozenset({'black georgette culottes', 'black cotton printed shirt'})"
350,0.08166049503020853,"frozenset({'black georgette doll dress', 'black cotton printed shirt'})"
351,0.020853634769050867,"frozenset({'black georgette drop sleeve', 'black cotton printed shirt'})"
352,0.015396608848177742,"frozenset({'black georgette gitana skirt', 'black cotton printed shirt'})"
353,0.015006821282401092,"frozenset({'black cotton printed shirt', 'black georgette jumpsuit'})"
354,0.04287663223543169,"frozenset({'black cotton printed shirt', 'black georgette long dress'})"
355,0.07639836289222374,"frozenset({'black georgette long sleeve', 'black cotton printed shirt'})"
356,0.06626388618203079,"frozenset({'black cotton printed shirt', 'black georgette short sleeves'})"
357,0.04151237575521341,"frozenset({'black cotton printed shirt', 'black georgette sleeveless'})"
358,0.016176183979731047,"frozenset({'black lace sleeveless', 'black cotton printed shirt'})"
359,0.024166829078152405,"frozenset({'black lurex solid color top', 'black cotton printed shirt'})"
360,0.06080686026115767,"frozenset({'black matte jersey solid color top', 'black cotton printed shirt'})"
361,0.06295069187292926,"frozenset({'black milano stitch culottes', 'black cotton printed shirt'})"
362,0.113038394075229,"frozenset({'black nice long sleeve', 'black cotton printed shirt'})"
363,0.01929448450594426,"frozenset({'black nice medium cardigan', 'black cotton printed shirt'})"
364,0.054570259208731244,"frozenset({'black cotton printed shirt', 'black nice short cardigan'})"
